OBJECTID,FacilityID,FeederID,OperatingV,Constructi,Installati,NominalVol,BallastTyp,Ownership,SupportStr,CONSTRUC_1,Category,Department,Division,Subdivision,AssetType,Latitude,Longitude
2223,L4-5,RMT003,80,5,1126137600000,120,,Priv,8810,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80492579,-88.15148266
2224,L4-6,RMT003,80,5,1126137600000,120,,Priv,8811,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80477109,-88.15147673
2225,L3-3,RMT003,80,5,1126137600000,120,,Priv,8805,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80475385,-88.151097
2226,L1-3,RMT003,80,5,1126137600000,120,,Priv,8799,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80475224,-88.15029705
2227,L2-3,RMT003,80,5,1126137600000,120,,Priv,8802,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80475224,-88.1507539
2228,L1-1,RMT003,80,5,1126137600000,120,,Priv,8797,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80541098,-88.1502827
2229,L2-1,RMT003,80,5,1126137600000,120,,Priv,8800,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80541546,-88.15072248
2230,L3-1,RMT003,80,5,1126137600000,120,,Priv,8803,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80541336,-88.15115101
2231,L7-1,RMT003,80,5,1126137600000,120,,Priv,8818,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80541982,-88.15267236
2232,L6-1,RMT003,80,5,1126137600000,120,,Priv,8815,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.8054201,-88.15222063
2233,L5-1,RMT003,80,5,1126137600000,120,,Priv,8812,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80541499,-88.15179202
2234,L7-2,RMT003,80,5,1126137600000,120,,Priv,8819,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80509138,-88.15266893
2235,L6-2,RMT003,80,5,1126137600000,120,,Priv,8816,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.8050927,-88.1522172
2236,L5-2,RMT003,80,5,1126137600000,120,,Priv,8813,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80509649,-88.15180485
2237,L7-3,RMT003,80,5,1126137600000,120,,Priv,8820,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80476549,-88.15267579
2238,L6-3,RMT003,80,5,1126137600000,120,,Priv,8817,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80476295,-88.15223091
2239,L5-3,RMT003,80,5,1126137600000,120,,Priv,8814,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.8047643,-88.15183316
2240,L3-2,RMT003,80,5,1126137600000,120,,Priv,8804,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80509134,-88.15114739
2241,L2-2,RMT003,80,5,1126137600000,120,,Priv,8801,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80508749,-88.15071535
2242,L1-2,RMT003,80,5,1126137600000,120,,Priv,8798,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80508243,-88.15028927
2243,L8,RMT003,80,5,1126137600000,120,,Priv,8821,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80568879,-88.1533217
2244,L9,RMT003,80,5,1126137600000,120,,Priv,8822,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80568027,-88.15366658
2245,L10,RMT003,80,5,1126137600000,120,,Priv,8823,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80570015,-88.15412388
2246,L10-1,RMT003,80,5,1126137600000,120,,Priv,8824,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80550415,-88.15418676
2247,L9-2,RMT003,80,5,1126137600000,120,,Priv,8826,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80550699,-88.15394286
2248,L9-1,RMT003,80,5,1126137600000,120,,Priv,8828,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80550746,-88.15347409
2249,L8-1,RMT003,80,5,1126137600000,120,,Priv,8831,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80550415,-88.15322452
2250,L10-2,RMT003,80,5,1126137600000,120,,Priv,8825,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80531841,-88.15419056
2251,L9-2-1,RMT003,80,5,1126137600000,120,,Priv,8827,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80531666,-88.15394477
2252,L9-1-2,RMT003,80,5,1126137600000,120,,Priv,8829,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.8053124,-88.15350271
2253,L8-2,RMT003,80,5,1126137600000,120,,Priv,8830,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80531098,-88.15322452
2254,L8-5,RMT003,80,5,1126137600000,120,,Priv,8834,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80437525,-88.15348701
2255,L10-4,RMT003,80,5,1126137600000,120,,Priv,8835,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80428862,-88.15402053
2256,L10-3,RMT003,80,5,1126137600000,120,,Priv,8836,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80501015,-88.15420345
2257,L8-4,RMT003,80,5,1126137600000,120,,Priv,8833,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80446572,-88.15308701
2258,L8-3,RMT003,80,5,1126137600000,120,,Priv,8832,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80472103,-88.15314034
2259,L15,RMT003,80,5,1126137600000,120,,Priv,8846,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80565496,-88.15619169
2260,L14,RMT003,80,5,1126137600000,120,,Priv,8845,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80566045,-88.15576233
2261,L13,RMT003,80,5,1126137600000,120,,Priv,8844,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.8056591,-88.15536469
2262,L12,RMT003,80,5,1126137600000,120,,Priv,8841,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80566047,-88.15510761
2263,L11,RMT003,80,5,1126137600000,120,,Priv,8840,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80565351,-88.15469131
2264,L11-1,RMT003,80,5,1126137600000,120,,Priv,8839,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80527887,-88.15469991
2265,L12-1,RMT003,80,5,1126137600000,120,,Priv,8842,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80528297,-88.15508492
2266,L15-1,RMT003,80,5,1126137600000,120,,Priv,8847,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80537007,-88.156379
2267,L15-2,RMT003,80,5,1126137600000,120,,Priv,8848,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80505389,-88.1564525
2268,L11-2,RMT003,80,5,1126137600000,120,,Priv,8837,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80478634,-88.15462906
2269,L12-2,RMT003,80,5,1126137600000,120,,Priv,8843,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80490689,-88.15514895
2270,L11-3,RMT003,80,5,1126137600000,120,,Priv,8838,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80428235,-88.15459235
2271,L14-1,RMT003,80,5,1126137600000,120,,Priv,8849,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80511955,-88.15580472
2272,L2,RMT003,80,5,1126137600000,120,,Priv,8851,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80122235,-88.15436961
2273,L1,RMT003,80,5,1126137600000,120,,Priv,8850,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80141912,-88.15436607
2274,L4,RMT003,80,5,1126137600000,120,,Priv,8853,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80123159,-88.15400289
2275,L4-1,RMT003,80,5,1126137600000,120,,Priv,8853,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80118405,-88.15401174
2276,L5-1-4-1,RMT003,380,5,991958400000,120,,Priv,8860,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79952139,-88.15844757
2277,L5-1-4-2,RMT003,380,5,991958400000,120,,Priv,8861,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79952529,-88.15807509
2278,L5-1,RMT003,80,5,1126137600000,120,,Priv,8864,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80080874,-88.15854072
2279,L3-1,RMT003,80,5,1126137600000,120,,Priv,8863,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80081447,-88.15809657
2280,L1-1,RMT003,80,5,1126137600000,120,,Priv,8862,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80081447,-88.15765704
2281,L5-1-4,RMT003,380,5,991958400000,120,,Priv,8866,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79956926,-88.15886221
2282,L5-1-3,RMT003,380,5,991958400000,120,,Priv,8867,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.7999057,-88.15885888
2283,L5-1-2,RMT003,380,5,991958400000,120,,Priv,8868,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80025369,-88.15886101
2284,L5-1-1,RMT003,380,5,991958400000,120,,Priv,8865,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80062465,-88.15885961
2285,L12,RMT003,80,5,481766400000,120,,Priv,8520,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80130718,-88.16036696
2286,L11,RMT003,80,5,481766400000,120,,Priv,8521,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80104613,-88.16036178
2287,L9,RMT003,80,5,481766400000,120,,Priv,8523,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80106671,-88.1597356
2288,L10,RMT003,80,5,481766400000,120,,Priv,8522,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80131361,-88.15974768
2289,L7,RMT003,80,5,481766400000,120,,Priv,8525,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80108085,-88.15910942
2290,L8,RMT003,80,5,481766400000,120,,Priv,8524,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80130717,-88.15911977
2291,L6,RMT003,80,5,481766400000,120,,Priv,8526,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80131618,-88.15849704
2292,L5,RMT003,80,5,481766400000,120,,Priv,8527,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80109885,-88.15848323
2293,L4,RMT003,80,5,481766400000,120,,Priv,8528,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80132646,-88.15786223
2294,L3,RMT003,80,5,481766400000,120,,Priv,8529,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80111557,-88.1578605
2295,L2,RMT003,80,5,481766400000,120,,Priv,8531,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.8013419,-88.1572809
2296,L1,RMT003,80,5,481766400000,120,,Priv,8530,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80113357,-88.157274
2297,L13,RMT003,80,5,1126137600000,120,,Priv,8576,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.8010238,-88.16114043
2298,L17,RMT003,80,5,1126137600000,120,,Priv,8875,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80109467,-88.16238244
2299,L14,RMT003,80,5,1126137600000,120,,Priv,8575,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.8012867,-88.16113429
2300,L18,RMT003,80,5,1126137600000,120,,Priv,8574,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80132265,-88.16238476
2301,L19,RMT003,80,5,1126137600000,120,,Priv,8874,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80114452,-88.16302915
2302,L20,RMT003,80,5,1126137600000,120,,Priv,8573,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80139485,-88.16299695
2303,L21,RMT003,80,5,1126137600000,120,,Priv,8873,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80119939,-88.16364095
2304,L22,RMT003,80,5,1126137600000,120,,Priv,8572,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80145657,-88.16358805
2305,L24,RMT003,80,5,1126137600000,120,,Priv,8571,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.8015183,-88.16429186
2306,L23,RMT003,80,5,1126137600000,120,,Priv,8570,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80125254,-88.16434246
2307,L26,RMT003,80,5,1126137600000,120,,Priv,8569,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80156288,-88.16490367
2308,L25,RMT003,80,5,1126137600000,120,,Priv,8568,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80131769,-88.16496577
2309,L28,RMT003,80,5,1126137600000,120,,Priv,8566,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80163317,-88.16552237
2310,L27,RMT003,80,5,1126137600000,120,,Priv,8567,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80139313,-88.16555687
2311,L30,RMT003,80,5,1126137600000,120,,Priv,8565,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80171204,-88.16612958
2312,L29,RMT003,80,5,1126137600000,120,,Priv,8564,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80146686,-88.16618708
2313,L32,RMT003,80,5,1126137600000,120,,Priv,8562,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80178063,-88.16673909
2314,L31,RMT003,80,5,1126137600000,120,,Priv,8563,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80149258,-88.16680119
2315,L33,RMT003,80,5,1126137600000,120,,Priv,8561,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80150801,-88.16699439
2316,J1P36L36,RMT003,160,5,570844800000,120,,Priv,8558,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80190993,-88.16783262
2317,J1P37L37,RMT003,160,5,570844800000,120,,Priv,8559,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80162403,-88.16790482
2318,L35,RMT003,80,5,1126137600000,120,,Priv,8560,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80151887,-88.16746321
2319,J1P39L39,RMT003,160,5,570844800000,120,,Priv,8556,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80170404,-88.16852429
2320,J1P38L38,RMT003,160,5,570844800000,120,,Priv,8557,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.8019738,-88.16846602
2321,J1P40L40,RMT003,160,5,570844800000,120,,Priv,8555,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80203552,-88.16908243
2322,J1P41L41,RMT003,160,5,570844800000,120,,Priv,8554,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80177034,-88.1691315
2323,J1P42L42,RMT003,160,5,570844800000,120,,Priv,8553,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80209268,-88.16969577
2324,J1P43L43,RMT003,160,5,570844800000,120,,Priv,8552,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80184121,-88.16975097
2325,J1P1L1,RMT003,160,5,978652800000,120,,Priv,8872,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80163089,-88.17007604
2326,J1P44L44,RMT003,160,5,570844800000,120,,Priv,8690,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80215212,-88.17033671
2327,L43-1,RMT003,160,5,1126137600000,120,,Priv,8551,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80182727,-88.17025989
2328,J1P46L46,RMT003,160,5,570844800000,120,,Priv,8550,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80219098,-88.17093778
2329,J1P45L45,RMT003,160,5,570844800000,120,,Priv,8549,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80197151,-88.17101138
2330,J1P47L47,RMT003,160,5,570844800000,120,,Priv,8548,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80204467,-88.17160326
2331,J1P48L48,RMT003,160,5,570844800000,120,,Priv,8547,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80228471,-88.17155726
2332,J1P50L50,RMT003,160,5,1126137600000,120,,Priv,8545,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80237854,-88.17213077
2333,J1P49L49,RMT003,160,5,1126137600000,120,,Priv,8546,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80211279,-88.17222048
2334,J1P51L51,RMT003,160,5,1126137600000,120,,Priv,8689,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.8021145,-88.17233778
2335,J8P68L68,RMT003,80,5,1126137600000,120,,Priv,8532,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80456344,-88.1756361
2336,J8P69L69,RMT003,80,5,570844800000,120,,Priv,8533,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80441042,-88.17577583
2337,J8P67L67,RMT003,80,5,570844800000,120,,Priv,8869,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80415067,-88.175298
2338,J8P66L66,RMT003,80,5,1126137600000,120,,Priv,8534,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80430498,-88.1751186
2339,J8P65L65,RMT003,80,5,570844800000,120,,Priv,8536,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80383049,-88.17488054
2340,J8P64L64,RMT003,80,5,1126137600000,120,,Priv,8535,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80396036,-88.17466492
2341,J8P63L63,RMT003,80,5,570844800000,120,,Priv,8870,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80349744,-88.17453036
2342,J8P62L62,RMT003,80,5,1126137600000,120,,Priv,8537,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80362475,-88.17431646
2343,J8P60L60,RMT003,80,5,1126137600000,120,,Priv,8687,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80331356,-88.17393178
2344,J8P61L61,RMT003,80,5,570844800000,120,,Priv,8871,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80315668,-88.17418881
2345,J1P58L58,RMT003,160,5,1126137600000,120,,Priv,8539,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80299337,-88.17356263
2346,J1P59L59,RMT003,160,5,1126137600000,120,,Priv,8538,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80280435,-88.17382138
2347,J1P57L57,RMT003,160,5,1126137600000,120,,Priv,8540,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.8025073,-88.17334873
2348,J1P56L56,RMT003,160,5,1126137600000,120,,Priv,8688,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80272334,-88.17314172
2349,J1P55L55,RMT003,160,5,1126137600000,120,,Priv,8541,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80229384,-88.1728778
2350,J1P54L54,RMT003,160,5,1126137600000,120,,Priv,8542,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80253951,-88.17271132
2351,J1P52L52,RMT003,160,5,1126137600000,120,,Priv,8542,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80252023,-88.1726268
2352,J1P53L53,RMT003,160,5,1126137600000,120,,Priv,8544,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80224118,-88.17277342
2353,L5-1-4-3,RMT003,380,5,991958400000,120,,Priv,8876,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79968419,-88.15757483
2354,L11-1,RMT003,80,5,1126137600000,120,,Priv,8879,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80077163,-88.16015151
2355,L9-1,RMT003,80,5,1126137600000,120,,Priv,8878,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80079636,-88.15975563
2356,L7-1,RMT003,80,5,1126137600000,120,,Priv,8877,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80077339,-88.15925309
2357,L5,RMT003,80,5,1126137600000,120,,Priv,8582,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79987195,-88.16054633
2358,L4,RMT003,80,5,1126137600000,120,,Priv,8579,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80002216,-88.16099198
2359,L6,RMT003,80,5,1126137600000,120,,Priv,8581,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80013349,-88.16057478
2360,L3,RMT003,80,5,1126137600000,120,,Priv,8578,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80036145,-88.16094695
2361,L7,RMT003,80,5,1126137600000,120,,Priv,8580,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80044097,-88.16061982
2362,L2,RMT003,80,5,1126137600000,120,,Priv,8577,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80064773,-88.16093035
2363,L17-1,RMT003,380,5,826070400000,120,,Priv,8880,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80092339,-88.16266294
2364,L18-1,RMT003,380,5,826070400000,120,,Priv,8881,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80095327,-88.16310213
2365,L4,RMT003,160,5,978652800000,120,,Priv,8884,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79988614,-88.16418184
2366,L3,RMT003,160,5,978652800000,120,,Priv,8883,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.800311,-88.164122
2367,L2,RMT003,160,5,978652800000,120,,Priv,8882,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.80064239,-88.16411915
2368,L7,RMT003,380,5,1126137600000,120,,Priv,8891,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79856357,-88.15730139
2369,L6,RMT003,380,5,1126137600000,120,,Priv,8890,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79846299,-88.15788521
2370,L5,RMT003,380,5,1126137600000,120,,Priv,8889,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79874356,-88.15859982
2371,L4,RMT003,380,5,1126137600000,120,,Priv,8888,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79875659,-88.15932077
2372,L3,RMT003,380,5,1126137600000,120,,Priv,8887,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79886195,-88.16001314
2373,L2,RMT003,380,5,1126137600000,120,,Priv,8886,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79875303,-88.16085002
2374,L1,RMT003,380,5,1126137600000,120,,Priv,8885,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79875067,-88.16177901
2375,L1,RMT003,380,5,1126137600000,120,,Priv,8895,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.7981299,-88.16059527
2376,L2,RMT003,380,5,1126137600000,120,,Priv,8894,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79799494,-88.15997356
2377,L3,RMT003,380,5,1126137600000,120,,Priv,8893,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.7977703,-88.15951979
2378,L4,RMT003,380,5,1126137600000,120,,Priv,8892,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79744533,-88.1593465
2379,L1,RMT003,80,5,1126137600000,120,,Priv,8914,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79772191,-88.15821059
2380,L1,RMT003,80,5,1338595200000,120,,Priv,8912,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79658516,-88.15825677
2381,L2,RMT003,380,5,1338595200000,120,,Priv,5174,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79699207,-88.1588179
2382,L3,RMT003,380,5,1338595200000,120,,Priv,8910,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79694434,-88.15959236
2383,L13,RMT003,380,5,1338595200000,120,,Priv,8909,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79632944,-88.15963305
2384,L11,RMT003,380,5,1338595200000,120,,Priv,8907,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79603646,-88.16126629
2385,L1,RMT003,80,5,1338595200000,120,,Priv,8906,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79652834,-88.1616657
2386,L12,RMT003,380,5,1338595200000,120,,Priv,8908,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79616245,-88.16041951
2387,L10,RMT003,380,5,1338595200000,120,,Priv,8905,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79591171,-88.1620648
2388,L9,RMT003,380,5,1338595200000,120,,Priv,8904,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79589188,-88.16278903
2389,L8,RMT003,380,5,1126137600000,120,,Priv,8903,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79570492,-88.16340454
2390,L7,RMT003,380,5,1338595200000,120,,Priv,8902,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79581169,-88.16402865
2391,L6,RMT003,380,5,1338595200000,120,,Priv,8901,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.795879,-88.16462833
2392,L5,RMT003,380,5,1338595200000,120,,Priv,8900,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79615107,-88.16510003
2393,L4,RMT003,380,5,1338595200000,120,,Priv,8899,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79623176,-88.16570304
2394,L3,RMT003,380,5,1338595200000,120,,Priv,8898,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79635943,-88.16634503
2395,L1,RMT003,380,5,1338595200000,120,,Priv,8896,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79621737,-88.16792456
2396,L2,RMT003,380,5,1338595200000,120,,Priv,8897,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79623947,-88.16714962
2397,L1,RMT003,80,5,1126137600000,120,,Priv,8915,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79471256,-88.16712115
2398,L5,RMT003,80,5,1338595200000,120,,Priv,8917,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79514949,-88.16755756
2399,L4,RMT003,80,5,1338595200000,120,,Priv,8916,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.79515406,-88.16694889
