OBJECTID,MeasuredLe,NominalVol,OperatingV,ConductorT,FeederID,BackfillMa,BuriedDept,CableCount,ServiceInd,OWNER,OPERATINGC,Shape_Length,FacilityID,Department,Category,Division,Subdivision,AssetType,Latitude,Longitude
7918,483.70942036,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,197.57993716509216,SUG-7918,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79052733,-88.17460948
7919,51.19411463,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,20.971055567201383,SUG-7919,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79031966,-88.17181744
7920,368.30763918,30,30,OPN,RMT003, ,2,1,NA,Utility,Secondary,150.41347356715815,SUG-7920,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79037834,-88.17114045
7921,235.52307101,30,30,OPN,RMT003, ,2,1,NA,Utility,Secondary,96.16652445617129,SUG-7921,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79046158,-88.17221357
7922,405.71961733,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,166.14362947528508,SUG-7922,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79381022,-88.17024682
7923,359.09266609,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,147.12764171986498,SUG-7923,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.7934048,-88.170086
7924,222.16450831,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,90.77349926729012,SUG-7924,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78789555,-88.16830603
7925,100.18420808,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,40.917075338418556,SUG-7925,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78829863,-88.17122146
7926,180.56410809,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,73.77159107825739,SUG-7926,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78788024,-88.17230878
7927,258.36921554,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,105.62392700367181,SUG-7927,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78960703,-88.17604097
7928,461.16183375,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,188.86661385065437,SUG-7928,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78929903,-88.17567392
7929,428.49520404,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,175.55115262591545,SUG-7929,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78809898,-88.1756775
7930,415.81254274,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,170.35347503444612,SUG-7930,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78695244,-88.17568475
7931,76.26850255,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,31.148563974017872,SUG-7931,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78518928,-88.17578145
7932,180.81994869,30,30,OPN,RMT003, ,2,1,NA,Utility,Secondary,73.85704534671818,SUG-7932,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79136028,-88.17061184
7933,284.48714398,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,116.3225294771256,SUG-7933,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.7893776,-88.16510402
7934,305.83489616,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,125.03889030788795,SUG-7934,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79050113,-88.16339588
7935,403.55725283,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,164.9713201684493,SUG-7935,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79111302,-88.16238459
7936,151.05514071,30,30,OPN,RMT003, ,2,1,NA,Utility,Secondary,61.80830683147522,SUG-7936,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79181899,-88.16288102
7937,109.98741152,30,30,OPN,RMT003, ,2,1,NA,Utility,Secondary,45.001843082658134,SUG-7937,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79146036,-88.16270746
7938,342.4687338,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,139.97967268192153,SUG-7938,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79172852,-88.16129197
7939,244.3455819,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,99.86661531825506,SUG-7939,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79219285,-88.16041302
7940,260.31672625,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,106.397123444544,SUG-7940,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79314052,-88.1585762
7941,310.21885815,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,126.75245898105312,SUG-7941,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78883943,-88.16307364
7942,322.49515399,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,131.66069231631218,SUG-7942,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78768897,-88.16222927
7943,295.07456118,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,120.47396343834674,SUG-7943,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78736748,-88.15877495
7944,222.65911257,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,90.90791474403635,SUG-7944,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78716843,-88.15831322
7945,686.62136903,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,280.29472848217677,SUG-7945,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78731819,-88.15994968
7946,300.98632151,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,122.87663480079236,SUG-7946,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78748347,-88.16173946
7947,313.68934017,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,128.0692477195982,SUG-7947,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78758556,-88.16283986
7948,148.57057167,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,60.82751019508231,SUG-7948,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78756456,-88.16446719
7949,217.44691402,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,89.07108049255146,SUG-7949,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78711633,-88.16531517
7950,156.22011135,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,63.96024297574159,SUG-7950,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78586398,-88.16528205
7951,343.35222651,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,140.67591730646748,SUG-7951,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78683606,-88.16514192
7952,237.77972773,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,97.38008738897003,SUG-7952,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78604397,-88.16513048
7953,129.11577072,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,52.72593723727825,SUG-7953,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78600412,-88.16361548
7954,199.6861605,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,81.53887514581018,SUG-7954,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78615241,-88.16304622
7955,342.29003734,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,140.079375248761,SUG-7955,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78668175,-88.1616732
7956,29.66991817,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,12.138606115163808,SUG-7956,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78658722,-88.16067428
7957,557.48724339,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,227.58541757475342,SUG-7957,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79466596,-88.15882602
7958,245.24749566,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,100.1190460169861,SUG-7958,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79469927,-88.16275051
7959,166.06969645,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,67.79610772413179,SUG-7959,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79514788,-88.16725316
7960,40.04758368,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,16.410169227687522,SUG-7960,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79520444,-88.16755714
7961,207.01703491,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,84.6168666670758,SUG-7961,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79542451,-88.16928666
7962,137.21167186,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,56.03925637331685,SUG-7962,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79538799,-88.16612203
7963,316.24889023,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,129.12879544973327,SUG-7963,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79449885,-88.16553982
7964,802.35694263,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,327.5822110446712,SUG-7964,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79434832,-88.16755209
7965,343.69763226,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,140.32902190110178,SUG-7965,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79455689,-88.16961212
7966,664.82804777,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,271.5142347104404,SUG-7966,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79430322,-88.16595317
7967,248.30161714,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,101.37996138643175,SUG-7967,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79415753,-88.16758594
7968,405.85302287,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,165.70668981152295,SUG-7968,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.7942982,-88.1687567
7969,205.17125067,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,83.9444495818572,SUG-7969,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.7914289,-88.16775127
7970,380.82682029,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,155.78022215850964,SUG-7970,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79205313,-88.16864515
7971,203.19961462,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,83.17312631149213,SUG-7971,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79365819,-88.16898193
7972,348.36382567,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,142.61981598947128,SUG-7972,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79245648,-88.1685319
7973,183.184605,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,74.7971217635382,SUG-7973,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79464108,-88.16464414
7974,523.89924926,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,213.87561462832858,SUG-7974,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79481996,-88.15996412
7975,223.65147117,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,91.32984281730575,SUG-7975,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.7962344,-88.16754745
7976,233.49143253,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,95.35858603153248,SUG-7976,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79632707,-88.16675395
7977,372.39768371,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,152.10669312998158,SUG-7977,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79633189,-88.1657054
7978,325.71856888,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,133.06264870542472,SUG-7978,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79599387,-88.16455621
7979,141.55779158,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,57.99782807235685,SUG-7979,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79608223,-88.16284073
7980,324.73427502,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,132.65832500912433,SUG-7980,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79604546,-88.165172
7981,354.35580733,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,144.71533980895947,SUG-7981,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79572977,-88.16402945
7982,378.77788641,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,154.67039377810963,SUG-7982,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79579112,-88.16273119
7983,229.05716975,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,93.53890609141254,SUG-7983,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.7959571,-88.16165733
7984,87.38077082,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,35.67955835766768,SUG-7984,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79616247,-88.16026698
7985,191.47462228,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,78.34644399669868,SUG-7985,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79787268,-88.16220976
7986,256.22273381,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,104.7431376373855,SUG-7986,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79745201,-88.16161896
7987,227.52361838,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,92.95788790380854,SUG-7987,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79713162,-88.16088959
7988,219.38468627,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,89.58566451621049,SUG-7988,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79693855,-88.15920676
7989,153.87766575,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,62.82719831405054,SUG-7989,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79855647,-88.16988106
7990,202.49079199,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,82.717407799179,SUG-7990,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79706149,-88.16516538
7991,171.99892318,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,70.2269348985246,SUG-7991,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.7971652,-88.16646101
7992,42.1053243,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,17.240135629223634,SUG-7992,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79700123,-88.16479002
7993,211.86779449,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,86.5148230334699,SUG-7993,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79672846,-88.16366886
7994,217.88414503,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,88.95797907027791,SUG-7994,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79713414,-88.16717411
7995,179.84216348,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,73.42620682240837,SUG-7995,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79529054,-88.16788345
7996,40.92861933,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,16.759593879824635,SUG-7996,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79778243,-88.16933516
7997,315.95257969,30,30,OPN,RMT003, ,2,1,NA,Utility,Secondary,129.2075066707734,SUG-7997,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.7973509,-88.1718468
7998,215.68726375,30,30,OPN,RMT003, ,2,1,NA,Utility,Secondary,88.16070653428176,SUG-7998,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79840175,-88.17120521
7999,338.13966298,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,138.2065447962776,SUG-7999,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79491943,-88.16146787
8000,295.92730927,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,121.2215205579746,SUG-8000,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78699721,-88.1576941
8001,150.70890133,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,61.54830504825465,SUG-8001,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78800689,-88.15731276
8002,155.22806867,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,63.51157236156982,SUG-8002,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79060304,-88.16279503
8003,66.33703305,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,27.153562746652028,SUG-8003,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.80271064,-88.16915381
8004,24.78184373,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,10.122900525983352,SUG-8004,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.80347667,-88.17187009
8005,99.8799313,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,40.92274349176869,SUG-8005,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.80224566,-88.17217562
8006,144.7610098,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,59.131740867146036,SUG-8006,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.80244938,-88.17237879
8007,24.09420968,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,9.840431324554569,SUG-8007,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.80252987,-88.17266906
8008,135.82219422,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,55.50653536015983,SUG-8008,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.80263427,-88.17292559
8009,31.11594992,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,12.71019926313419,SUG-8009,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.80209914,-88.17228454
8010,127.43508356,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,52.05504688752952,SUG-8010,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.80217784,-88.1725556
8011,34.32283965,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,14.029903336162668,SUG-8011,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.80226751,-88.17282561
8012,150.20262163,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,61.38710178840189,SUG-8012,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.80239772,-88.17311565
8013,64.00642088,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,26.139649767320723,SUG-8013,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.80056929,-88.17261521
8014,32.61356291,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,13.342781546760298,SUG-8014,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.80057871,-88.1724622
8015,77.29976205,60,380,OPN,RMT002,SOIL,2,1,NA,Utility,Secondary,31.604438018631278,SUG-8015,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.77941952,-88.17835642
8016,68.68870969,30,30,OPN,RMT003, ,2,1,NA,Utility,Secondary,28.11306335151501,SUG-8016,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.80240311,-88.16397999
8017,136.21081413,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,55.81846296055392,SUG-8017,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79972222,-88.16358148
8018,128.7526754,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,52.762596632869595,SUG-8018,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.80008574,-88.16357802
8019,78.55204232,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,32.19051732609593,SUG-8019,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.80037019,-88.16357953
8020,99.21766357,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,40.65947434621074,SUG-8020,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.80061412,-88.16358026
8021,225.06514525,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,92.02930602933394,SUG-8021,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.80093482,-88.16344371
8022,120.24281505,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,49.09348173421491,SUG-8022,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.80093833,-88.16288254
8023,101.64152183,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,41.54456218494765,SUG-8023,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79982026,-88.16617653
8024,94.23251682,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,38.46726313400034,SUG-8024,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79190543,-88.16993889
8025,92.89780707,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,38.06595858143919,SUG-8025,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79453185,-88.1578034
8026,116.10825139,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,47.48788319982226,SUG-8026,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79428179,-88.16368022
8027,177.02438707,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,72.29352204925355,SUG-8027,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79805894,-88.16028638
8028,127.61457125,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,52.2931871324558,SUG-8028,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79762034,-88.1593491
8029,127.52732315,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,52.068347137211,SUG-8029,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79577837,-88.16542614
8030,111.12564829,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,45.373624507036006,SUG-8030,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78727415,-88.16323854
8031,94.56682074,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,38.61659445965927,SUG-8031,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78859266,-88.16241206
8032,9.65938855,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,3.949935175191346,SUG-8032,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78566536,-88.16784525
8033,120.43011635,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,49.31282095117352,SUG-8033,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78876937,-88.1699366
8034,94.73363837,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,38.7701426912028,SUG-8034,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78798556,-88.16775399
8035,154.03653448,30,30,OPN,RMT003,SOIL,2,1,N,Utility,Secondary,63.00913104546869,SUG-8035,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78948201,-88.16452839
8036,162.47745561,30,30,OPN,RMT003,SOIL,2,1,NA,Utility,Secondary,66.54538709450065,SUG-8036,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.8054677,-88.15514546
8037,8.84859154,30,30,OPN,RMT003, ,2,1,NA,Utility,Secondary,3.619625956735203,SUG-8037,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.8025446,-88.16003215
8038,89.86242431,30,30,OPN,RMT004,SOIL,2,1,NA,Utility,Secondary,36.80558179364245,SUG-8038,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78581834,-88.14206583
8039,189.56967061,30,30,OPN,RMT004,SOIL,2,1,NA,Utility,Secondary,77.37810520898688,SUG-8039,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78570496,-88.14246146
8040,187.96384746,30,30,OPN,RMT004,SOIL,2,1,NA,Utility,Secondary,76.72258025774866,SUG-8040,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78570348,-88.14176938
8041,121.14987571,30,30,OPN,RMT004,SOIL,2,1,NA,Utility,Secondary,49.45057784588458,SUG-8041,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78570454,-88.14120271
8042,183.69069562,30,30,OPN,RMT004,SOIL,2,1,NA,Utility,Secondary,74.97831080996573,SUG-8042,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78570521,-88.14064386
8043,183.18892073,30,30,OPN,RMT004,SOIL,2,1,NA,Utility,Secondary,74.77347015616498,SUG-8043,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78570723,-88.13997126
8044,213.72808562,30,30,OPN,RMT004,SOIL,2,1,NA,Utility,Secondary,87.23890494045618,SUG-8044,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78570386,-88.13924359
8045,176.78970224,30,30,OPN,RMT004,SOIL,2,1,NA,Utility,Secondary,72.16152030339205,SUG-8045,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78570252,-88.13852765
8046,164.00098775,30,30,OPN,RMT004,SOIL,2,1,NA,Utility,Secondary,66.94144602037971,SUG-8046,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.7857005,-88.1379029
8047,172.71770614,30,30,OPN,RMT004,SOIL,2,1,NA,Utility,Secondary,70.50197984543954,SUG-8047,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.78572069,-88.13728718
8048,244.48603149,30,30,OPN,RMT004,SOIL,2,1,NA,Utility,Secondary,100.14974814582581,SUG-8048,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79240596,-88.14526141
8049,366.06779909,30,30,OPN,RMT004,SOIL,2,1,NA,Utility,Secondary,149.48206854554442,SUG-8049,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79283375,-88.14450291
8050,296.8349001,30,30,OPN,RMT004,SOIL,2,1,NA,Utility,Secondary,121.20518392743512,SUG-8050,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79270282,-88.14331615
8051,313.54611054,30,30,OPN,RMT004,SOIL,2,1,NA,Utility,Secondary,128.0798893083358,SUG-8051,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79239747,-88.14066689
8052,218.77097544,30,30,OPN,RMT004,SOIL,2,1,NA,Utility,Secondary,89.51121752315639,SUG-8052,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.79072874,-88.14002508
