OBJECTID,FacilityID,FeederID,Installati,ServiceCur,Status,CONSTRUC_1,GlobalID,Category,Department,Division,Subdivision,AssetType,Latitude,Longitude
5912,MTR-5912,RMT003,928540800000,0,A,Underground,{E15198F6-2215-47CF-B876-A22DF518E42A},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78926734,-88.170368
5913,MTR-5913,RMT003,928540800000,0,A,Underground,{241342E2-0013-4456-A30F-1FA958DEDADB},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78966131,-88.17031331
5914,MTR-5914,RMT003,928540800000,0,A,Underground,{98F9742D-709A-493B-AE77-B3EF643B5907},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78977132,-88.17034921
5915,MTR-5915,RMT003,928540800000,0,A,Underground,{C91D3582-1591-46BC-9993-8F16FD15C6EB},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7886296,-88.16899191
5916,MTR-5916,RMT003,928540800000,0,A,Underground,{B128892D-D38B-415D-87CA-D5452AD9C14E},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78863283,-88.1691007
5917,MTR-5917,RMT003,928540800000,0,A,Underground,{F57070C6-E294-405C-961F-D16CEFC07F80},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78888265,-88.16943042
5918,MTR-5918,RMT003,928540800000,0,A,Underground,{FAE9BBF8-6BB7-4991-B650-DD6B9330457E},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78895476,-88.16946166
5919,MTR-5919,RMT003,928540800000,0,A,Underground,{7E8A1103-63A9-44C6-8B70-C0049A561177},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78932008,-88.16948499
5920,MTR-5920,RMT003,852076800000,0,A,Underground,{3C7870F9-805A-4070-A373-2078577E4537},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79583858,-88.16096047
5921,MTR-5921,RMT003,928540800000,0,A,Underground,{5A7AA4BC-DA6A-45A3-8A00-874AD22E1900},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79221475,-88.16642171
5922,MTR-5922,RMT003,928540800000,0,A,Underground,{32F6AFC5-0371-49E7-9A48-927CE452C07F},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79219511,-88.16273514
5923,MTR-5923,RMT003,928540800000,0,A,Underground,{90304A0E-E1D6-472B-AC49-3969BB9D62E1},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79230745,-88.16238288
5924,MTR-5924,RMT003,928540800000,0,A,Underground,{9639DBA6-0290-4B18-886D-16EE5D378B8D},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79560371,-88.17445285
5925,MTR-5925,RMT003,928540800000,0,A,Underground,{7D465E86-61A4-413B-A675-C76B2EA2B029},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79556662,-88.17447232
5926,MTR-5926,RMT003,928540800000,0,A,Underground,{7245E92B-F8DA-4513-8A75-135C19F595D8},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79532471,-88.17454448
5927,MTR-5927,RMT003,928540800000,0,A,Underground,{6C15D09D-1BAF-422B-BCA9-4DDAEFD44C1F},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79529177,-88.17454674
5928,MTR-5928,RMT003,928540800000,0,A,Underground,{3A244845-1A71-4ACB-98D4-F3E782382A1E},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79504634,-88.17447538
5929,MTR-5929,RMT003,928540800000,0,A,Underground,{13374BEE-6889-489B-ADEB-B7A557BB0278},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79499085,-88.17442994
5930,MTR-5930,RMT003,928540800000,0,A,Underground,{C6CD980A-5A58-4915-AC88-E945280AE2FA},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79463752,-88.17427384
5931,MTR-5931,RMT003,928540800000,0,A,Underground,{5455A3F8-CB9B-4104-B4F2-FD6B4BA80775},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79443099,-88.17412131
5932,MTR-5932,RMT003,928540800000,0,A,Underground,{FB4F88F0-1144-465D-B8DF-50A48850FA38},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79435969,-88.174111
5933,MTR-5933,RMT003,928540800000,0,A,Underground,{ABE93611-2BEF-4C8C-9F12-7764391C6AD0},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79399136,-88.17387687
5934,MTR-5934,RMT003,928540800000,0,A,Underground,{0EB37DD1-1CBF-4809-892B-43BEEFA86416},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79391455,-88.17393016
5935,MTR-5935,RMT003,928540800000,0,A,Underground,{BE8BD115-0625-4761-85C0-83F16ABF6C17},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79356797,-88.17399193
5936,MTR-5936,RMT003,928540800000,0,A,Underground,{B3870BFA-84F7-4280-816C-1A18463CEA53},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79352187,-88.17391319
5937,MTR-5937,RMT003,928540800000,0,A,Underground,{281E1970-F0E0-49AB-A9B6-573CBED16F0E},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79316929,-88.17393771
5938,MTR-5938,RMT003,928540800000,0,A,Underground,{EFDBD177-E7C8-46E3-A692-F096FC4B7F6F},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79310557,-88.17395509
5939,MTR-5939,RMT003,928540800000,0,A,Underground,{4B8F51EE-FFFE-40BE-94D9-0A21856ACD0B},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79375113,-88.17312627
5940,MTR-5940,RMT003,928540800000,0,A,Underground,{9A123D63-F22D-4742-8FA3-CCFFA29C2860},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79390528,-88.1762378
5941,MTR-5941,RMT003,928540800000,0,A,Underground,{4BF451B4-E381-4ADD-BD69-DD18C76E5969},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79348873,-88.17618185
5942,MTR-5942,RMT003,928540800000,0,A,Underground,{C254BC8D-D849-4D26-9F10-DF6B59FD6563},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79340622,-88.17620499
5943,MTR-5943,RMT003,928540800000,0,A,Underground,{1C230026-49C1-4C82-9E03-ADC763324CBA},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79306895,-88.17611425
5944,MTR-5944,RMT003,928540800000,0,A,Underground,{04BC37BB-6896-45E9-97C8-32056719ADC0},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79279263,-88.17607333
5945,MTR-5945,RMT003,220924800000,0,A,Underground,{72727C5E-8CAC-4037-B393-33A587F462A1},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79275151,-88.1758525
5946,MTR-5946,RMT003,220924800000,0,A,Underground,{058E482A-39E0-4158-B32C-45F7D9892D35},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79245997,-88.17607007
5947,MTR-5947,RMT003,220924800000,0,A,Underground,{F00789DB-4C4E-4C60-81D8-8882A17311F0},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79234435,-88.17613587
5948,MTR-5948,RMT003,220924800000,0,A,Underground,{F0668B17-D92B-4C66-80D9-566479AB3C6A},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79195349,-88.17614006
5949,MTR-5949,RMT003,220924800000,0,A,Underground,{8578B749-9CCF-4AD6-A0C0-5DD4A5E987F8},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79187907,-88.1761541
5950,MTR-5950,RMT003,283996800000,0,A,Underground,{1DDA5112-7180-4D32-BD68-4283F6AC57F8},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7914935,-88.17614159
5951,MTR-5951,RMT003,220924800000,0,A,Underground,{321D2B0F-3170-433B-BFDD-AC6721344D74},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7914409,-88.17620286
5952,MTR-5952,RMT003,1262304000000,0,A,Underground,{CE2296FE-A761-4FE1-9BD7-3EC33674A03C},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79100097,-88.17630105
5953,MTR-5953,RMT003,94694400000,0,A,Underground,{A9BD6413-4491-4CD8-BD96-73B3FB82F869},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79093721,-88.17613116
5954,MTR-5954,RMT003,94694400000,0,A,Underground,{D39D8186-A46D-4728-AE4B-8F7AD3D28EAE},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79056513,-88.17630058
5955,MTR-5955,RMT003,94694400000,0,A,Underground,{C9521345-3891-457E-9F81-B6B8B56E0C9F},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79048221,-88.17629745
5956,MTR-5956,RMT003,94694400000,0,A,Underground,{CE833E94-AB6B-48BF-B3F6-FDE5A7CF71DF},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79010269,-88.17601403
5957,MTR-5957,RMT003,94694400000,0,A,Underground,{C6EA504D-362F-4654-936A-5093C5CE3703},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79002048,-88.17621877
5958,MTR-5958,RMT003,94694400000,0,A,Underground,{0ED2111F-0761-4E36-B012-2F6C452E80F7},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78959166,-88.17624077
5959,MTR-5959,RMT003,94694400000,0,A,Underground,{BA9ED2B5-B871-4FF8-B5BE-F8893C4CD16F},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78949966,-88.17630132
5960,MTR-5960,RMT003,31536000000,0,A,Underground,{175247EF-0FD1-4D11-804A-46FEBB72A1BC},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78913359,-88.17627867
5961,MTR-5961,RMT003,-31536000000,0,A,Underground,{C66DE0F5-5DD1-45E6-9086-9C7719F4B3EE},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7890665,-88.17616152
5962,MTR-5962,RMT003,1167609600000,0,A,Underground,{4F784759-89D0-4B99-934E-F110E6B90A43},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78869709,-88.17628894
5963,MTR-5963,RMT003,31536000000,0,A,Underground,{43E9465D-EF35-4B4B-8B81-CEF099E488BE},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78864313,-88.17607902
5964,MTR-5964,RMT003,31536000000,0,A,Underground,{DA204EB6-C62A-4EF6-82A7-37BD038F03B1},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78840107,-88.17622186
5965,MTR-5965,RMT003,31536000000,0,A,Underground,{8009F828-72FD-4F71-96B4-016CB1AFF4C5},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78801615,-88.17616232
5966,MTR-5966,RMT003,0,0,A,Underground,{4A07EE19-3F2A-4479-B263-9E0EBB6170C8},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78788283,-88.17617252
5967,MTR-5967,RMT003,-31536000000,0,A,Underground,{24CDD445-D96C-408B-887E-8ACC26C17608},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78736709,-88.17620937
5968,MTR-5968,RMT003,-31536000000,0,A,Underground,{A821845F-62AE-4668-A523-F15E925CDA54},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78729448,-88.17620954
5969,MTR-5969,RMT003,0,0,A,Underground,{486EF371-1A4F-4305-B9E7-AF8ABD17759B},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78688665,-88.17622279
5970,MTR-5970,RMT003,-189388800000,0,A,Underground,{2460F51D-ADEE-4A95-B8AF-A85F8F1A22B9},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78682974,-88.17617209
5971,MTR-5971,RMT003,0,0,A,Underground,{51CEB9E9-F44F-407B-B46C-C987CC03C0F2},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78647205,-88.17616428
5972,MTR-5972,RMT003,0,0,A,Underground,{E89C2E34-3DB9-495E-AC5A-734DE2369863},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78640592,-88.17620927
5973,MTR-5973,RMT003,-63158400000,0,A,Underground,{29A26E22-29CC-4A52-9749-9578F40C03B6},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7860422,-88.17617966
5974,MTR-5974,RMT003,-63158400000,0,A,Underground,{5ACE4FFB-A064-4788-B428-8374FDA3EE14},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78597369,-88.17613016
5975,MTR-5975,RMT003,-31536000000,0,A,Underground,{20367FCE-1EC5-4EA0-A9F2-39CA5D8B3747},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78558231,-88.17615145
5976,MTR-5976,RMT003,0,0,A,Underground,{F4B0546A-A21A-47EC-A45B-6E4308D061EB},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78551815,-88.17622984
5977,MTR-5977,RMT003,-31536000000,0,A,Underground,{34E42F41-CD4D-4195-862F-F26EAB3B73C2},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78512925,-88.17613992
5978,MTR-5978,RMT003,0,0,A,Underground,{60E44969-D8E1-4A34-AA7A-A592AE6D44E3},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78505283,-88.17612279
5979,MTR-5979,RMT003,-63158400000,0,A,Underground,{D850AC19-5FDA-40EB-A700-3F9F72DC5F46},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78466307,-88.17600318
5980,MTR-5980,RMT003,1104537600000,0,A,Underground,{63DEBE82-E81F-4EAC-84B8-0ABCCF330AE7},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78456584,-88.17595973
5981,MTR-5981,RMT003,63072000000,0,A,Underground,{90F04E6A-D653-473E-AA33-A46C297D5FAA},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78436093,-88.17582822
5982,MTR-5982,RMT003,0,0,A,Underground,{98C55730-D4E8-4D5C-9C3D-30D668A30DB0},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78401314,-88.17561595
5983,MTR-5983,RMT003,0,0,A,Underground,{F362B302-C99B-4299-AD20-051C5A2D361E},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78393963,-88.17558167
5984,MTR-5984,RMT003,928540800000,0,A,Underground,{78EA287A-E216-4877-AA90-13AFE469A0BA},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78353658,-88.17536557
5985,MTR-5985,RMT003,928540800000,0,A,Underground,{A60740FC-1542-4D91-9185-0E0C603A39E7},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78340801,-88.17535016
5986,MTR-5986,RMT003,988675200000,0,A,Underground,{74FD7730-D4D1-4703-A7F8-60EF9DDF1E83},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.80057085,-88.17598478
5987,MTR-5987,RMT003,988675200000,0,A,Underground,{4C152469-EFFB-4A1F-B073-D6E98D32598D},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.80080272,-88.17599071
5988,MTR-5988,RMT003,988675200000,0,A,Underground,{FB2CFD7E-2CAB-4BCD-B10D-843A126E2070},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.80021571,-88.17514325
5989,MTR-5989,RMT003,988675200000,0,A,Underground,{6AAE487E-3A29-4FD2-A67C-50223948B098},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.80031733,-88.17458872
5990,MTR-5990,RMT003,988675200000,0,A,Underground,{58A4A7C5-FA50-4223-BD17-A79944791D65},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.80065946,-88.17459406
5991,MTR-5991,RMT003,988675200000,0,A,Underground,{9D12CE00-92AB-4934-8E38-AAD109BB173E},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.80045308,-88.17715782
5992,MTR-5992,RMT003,988675200000,0,A,Underground,{495DDC26-122E-4532-A1A7-194009181C64},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.80063867,-88.17715639
5993,MTR-5993,RMT003,988675200000,0,A,Underground,{E248E608-BF51-40E6-BF44-42BE0A566210},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.80091035,-88.17714567
5994,MTR-5994,RMT003,988675200000,0,A,Underground,{6E7CD41A-4316-40F6-AA1F-C5649FA0364B},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.8009208,-88.17786325
5995,MTR-5995,RMT003,988675200000,0,A,Underground,{EAEC4857-BAA4-4E7E-B56B-EDB936B30DAD},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.80160079,-88.17765456
5996,MTR-5996,RMT003,988675200000,0,A,Underground,{426CEC23-05E6-4857-B3A2-9D15C9D2F986},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.8015146,-88.17723707
5997,MTR-5997,RMT003,988675200000,0,A,Underground,{5C149629-065B-472C-AE1E-0EBE7A5BCC2A},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.80151036,-88.17643554
5998,MTR-5998,RMT003,988675200000,0,A,Underground,{BE2EB010-7083-465A-89E3-46C161DA5A22},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.80151051,-88.17672531
5999,MTR-5999,RMT003,988675200000,0,A,Underground,{F7229214-6BCA-4A41-AFF9-23539962C2FB},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.80153872,-88.17625683
6000,MTR-6000,RMT003,988675200000,0,A,Underground,{A43A8D73-2AE9-4FC8-BC9E-B755360D412F},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.80105432,-88.17511769
6001,MTR-6001,RMT003,988675200000,0,A,Underground,{5B22395F-986C-480D-8B83-CEF0FBA75476},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.80110025,-88.17462874
6002,MTR-6002,RMT003,988675200000,0,A,Underground,{F7FFD2B8-D367-4414-B0C0-DAEB7AD76A8F},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.80111864,-88.17400043
6003,MTR-6003,RMT003,988675200000,0,A,Underground,{B09AC1A1-5083-4CE3-8466-05DE2B729D6D},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.80075761,-88.17302358
6004,MTR-6004,RMT003,988675200000,0,A,Underground,{0419120A-44B1-45DD-9732-F1DC26EE8B7B},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.8015209,-88.17225957
6005,MTR-6005,RMT003,988675200000,0,A,Underground,{74278A2E-E90D-498C-9E9B-4243320C4C47},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.80173015,-88.17332259
6006,MTR-6006,RMT003,988675200000,0,A,Underground,{49940380-A365-427F-9906-8E6F3AE6B4B7},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.80142508,-88.17175967
6007,MTR-6007,RMT003,988675200000,0,A,Underground,{BBE7841F-C300-4E79-8152-1B7EA2B1C16B},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.8023896,-88.17370885
6008,MTR-6008,RMT003,988675200000,0,A,Underground,{103F8123-6AA9-4EE3-BAAC-C6EA8B1DD197},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.80247684,-88.17382784
6009,MTR-6009,RMT003,988675200000,0,A,Underground,{271EAC97-D4E9-4AAC-ACDE-AE409E3C7D45},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.80003483,-88.16923957
6010,MTR-6010,RMT003,988675200000,0,A,Underground,{6803F5D7-273D-4DD1-AE62-7AB8EA5C9BCE},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.80032291,-88.16894303
6011,MTR-6011,RMT003,946684800000,0,A,Underground,{3E205249-1E6D-4C1D-936C-087F71F8EB4B},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.79993506,-88.16754348
6012,MTR-6012,RMT003,988675200000,0,A,Underground,{4A8B5A23-DB24-4389-8DB9-06928F2F5DF4},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.80021654,-88.17624141
6013,MTR-6013,RMT003,883612800000,0,A,Underground,{4CB9F85A-DD3D-479C-9A1A-46D1D25018E8},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.80454899,-88.17090612
6014,MTR-6014,RMT003,883612800000,0,A,Underground,{620BA244-1859-46F7-A1D1-53A20C589A10},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.80477914,-88.1711336
6015,MTR-6015,RMT003,888796800000,0,A,Underground,{43C4D994-A750-4B66-87BF-1D332720B581},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.80469814,-88.17174807
6016,MTR-6016,RMT003,978307200000,0,A,Underground,{2310FA61-8D4E-4B9E-B171-E1619D9C37D0},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.80383998,-88.17374574
6017,MTR-6017,RMT003,928540800000,0,A,Underground,{F939F746-538F-42F4-8069-E21A14469623},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.80356394,-88.17349468
6018,MTR-6018,RMT003,1104537600000,0,A,Underground,{395AB850-9E4C-4096-9482-D26D44A7238C},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.80321733,-88.17222653
6019,MTR-6019,RMT003,883612800000,0,A,Underground,{2A5248A6-69D0-4B0E-A0A5-15D73670F00A},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.80295416,-88.17192113
6020,MTR-6020,RMT003,928540800000,0,A,Underground,{85315F2D-14F4-465B-BAC8-8F94CE7A8503},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.80279826,-88.17014333
6021,MTR-6021,RMT003,1072915200000,0,A,Underground,{9E6E21B0-33AC-46EF-B10E-CE583E51E867},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.80253213,-88.16860305
6022,MTR-6022,RMT003,928540800000,0,A,Underground,{C1259959-939A-49B9-9148-CDDC8C3A9B21},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.80241804,-88.16271136
6023,MTR-6023,RMT003,928540800000,0,A,Underground,{4C44428B-D964-4997-A644-64B03FDD17F7},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.80323249,-88.1632499
6024,MTR-6024,RMT003,915148800000,0,A,Underground,{4A12A9BC-44AF-4399-8791-2DEEC326A1D5},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.80340644,-88.16411922
6025,MTR-6025,RMT003,852076800000,0,A,Underground,{CF5552A2-FB2C-4BA1-AFD2-55A8F64A8C90},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.80447212,-88.16389917
6026,MTR-6026,RMT003,928540800000,0,A,Underground,{68F75EAF-BB67-4E6B-B2B6-0CB79F6F6805},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.80482994,-88.16245901
6027,MTR-6027,RMT003,946684800000,0,A,Underground,{063F10DC-3703-4EC3-A4CF-0566E705D50C},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.80475193,-88.16089468
6028,MTR-6028,RMT003,820454400000,0,A,Underground,{52A49903-4595-473E-90A9-99EB1D3AEBAA},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.80261332,-88.16142218
6029,MTR-6029,RMT003,928540800000,0,A,Underground,{0FEBD189-5CCB-45FB-8720-CED6E8F7C9F3},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.80197472,-88.16133277
6030,MTR-6030,RMT003,928540800000,0,A,Underground,{1BBD15C7-A7DD-4698-B775-5A7074EA6055},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78350917,-88.17451289
6031,MTR-6031,RMT003,928540800000,0,A,Underground,{D7626A67-2D0E-4B55-BEA5-CC35CCAE75CA},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78360579,-88.17435753
6032,MTR-6032,RMT003,928540800000,0,A,Underground,{AD28A698-4FA7-4B0E-A16A-04B7118F36FA},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7838683,-88.17381931
6033,MTR-6033,RMT003,928540800000,0,A,Underground,{95FF767D-707B-4249-92FE-900D3F7C97B7},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78395116,-88.17367529
6034,MTR-6034,RMT003,928540800000,0,A,Underground,{40568413-091C-447D-BC3B-B7B3CE534A47},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78422143,-88.173259
6035,MTR-6035,RMT003,928540800000,0,A,Underground,{A251B89E-5F57-4DD6-859A-4598B2197567},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78429315,-88.17322139
6036,MTR-6036,RMT003,928540800000,0,A,Underground,{0915C7FA-79C8-45BF-9D8A-D82C122498EB},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78460939,-88.17280236
6037,MTR-6037,RMT003,928540800000,0,A,Underground,{25C1CEF9-7F3D-46C7-B6B4-B2D30AC07154},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78461685,-88.1726378
6038,MTR-6038,RMT003,928540800000,0,A,Underground,{0D6F13CB-FADF-422D-B54F-0470683215F0},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78489724,-88.17227397
6039,MTR-6039,RMT003,928540800000,0,A,Underground,{F1CCC34D-EAD9-4333-AFD0-85F8EFCA922C},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78489394,-88.17213282
6040,MTR-6040,RMT003,928540800000,0,A,Underground,{14570681-1B6E-486E-8505-64B180A454D8},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78510923,-88.17171565
6041,MTR-6041,RMT003,928540800000,0,A,Underground,{A539ABC5-82A0-46D3-A156-8B4847ADA641},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78515185,-88.17161247
6042,MTR-6042,RMT003,928540800000,0,A,Underground,{769BECD0-756B-4DB5-906E-C79F499F454C},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78531297,-88.17113422
6043,MTR-6043,RMT003,928540800000,0,A,Underground,{17EC4B5A-B192-483E-87D6-786555B03619},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78533902,-88.17105007
6044,MTR-6044,RMT003,928540800000,0,A,Underground,{6CE931F3-013C-4574-A386-CC8039E78804},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7854627,-88.17056086
6045,MTR-6045,RMT003,928540800000,0,A,Underground,{360A6B94-08D6-469B-87D9-4624FA5E3058},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78547812,-88.17043889
6046,MTR-6046,RMT003,928540800000,0,A,Underground,{4598B118-CCEE-4A9A-AA06-CE660F415EAB},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78563364,-88.16994794
6047,MTR-6047,RMT003,928540800000,0,A,Underground,{F9330FA9-3D5F-471E-BEFB-2463C96D1B76},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78571101,-88.16984557
6048,MTR-6048,RMT003,928540800000,0,A,Underground,{EA9986CB-2C04-4BCE-9BEF-1C4E2F5131BE},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7859559,-88.16944785
6049,MTR-6049,RMT003,928540800000,0,A,Underground,{FBE8A2E2-64A6-4B5C-A1D7-97F7A5BE4E47},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78598978,-88.1693381
6050,MTR-6050,RMT003,928540800000,0,A,Underground,{AAD9BCE5-3CF2-4CF3-8847-F42A3A75088F},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78621964,-88.16891079
6051,MTR-6051,RMT003,928540800000,0,A,Underground,{E11A7905-4E78-4C5A-A108-196CD4AD0C12},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7862717,-88.1688217
6052,MTR-6052,RMT003,928540800000,0,A,Underground,{70AB2A76-3282-4B9A-8242-591EC51D79E6},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78658551,-88.16843706
6053,MTR-6053,RMT003,928540800000,0,A,Underground,{A6DCECAE-9A46-4710-B3EE-95C613D26556},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78659969,-88.16832963
6054,MTR-6054,RMT003,928540800000,0,A,Underground,{D4C5815B-80B1-4165-8479-F6DD1188C768},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78623655,-88.16828012
6055,MTR-6055,RMT003,928540800000,0,A,Underground,{D167F257-366D-4701-9B02-59FC6834B551},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.78573855,-88.16864209
