OBJECTID,Installati,FacilityID,Owner,GlobalID,Category,Department,Division,Subdivision,AssetType,Latitude,Longitude
483,1094601600000,P2C-3-T1,Utility,{7515A341-706F-495A-BFB6-AD826B81B62E},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79074357,-88.13062798
484,1094601600000,P2-T1,Utility,{78E86BD1-293F-44A2-9A5A-EDD7DED0223D},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.7921352,-88.12955184
485,1094601600000,P4-T2,Utility,{D4A9F900-E034-4F75-B546-9E50D2D73C15},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79008718,-88.13370415
486,1094601600000,P4-T1,Utility,{C3D53956-264F-4138-83AF-C4726C0EDEB8},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79007269,-88.13295814
487,1094601600000,T4,Utility,{518546CF-E30E-46AF-A431-D11A92F72D19},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.78663658,-88.13648426
488,1094601600000,SC1-T4,Utility,{C0B6959E-8117-44EC-A267-783DDF06FC57},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.78084581,-88.1430393
489,1094601600000,P16-1-T1,Utility,{B745F88E-4ABC-433C-8D17-1EE9EC7C54B3},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.78524057,-88.14107174
490,1094601600000,P16-1-T2,Utility,{24C8F806-016C-48D0-AF7A-C95156EAEA39},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.78514121,-88.14099874
491,1094601600000,T1,Utility,{1175D8DB-E845-409C-BFA3-C3B313745BAE},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79967781,-88.11946479
492,1094601600000,P8-6-T1,Utility,{D07D61FB-D442-4D8A-A21A-A0A310AF9698},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.78690653,-88.13497701
493,1094601600000,P3-T1,Utility,{14CA46B2-BBC2-47CD-BD49-182517EED4D7},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.78884779,-88.13197856
494,931996800000,P18T1,Utility,{F9F86230-7FAA-46C4-8BFA-4D1C79DC60C8},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.78134681,-88.14672899
495,1094601600000,T4,Utility,{A01170C2-3147-43B6-920F-54A870F1FE07},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.78399404,-88.13802317
496,1094601600000,T1,Utility,{0427ADE2-3351-482D-BD26-CD93735C1691},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.78466393,-88.13756831
497,1094601600000,T2,Utility,{8FE777FF-8B46-4B95-97A6-6F81D8236CAA},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.78465084,-88.13860171
498,1094601600000,T3,Utility,{9526701C-DF22-40FE-95D3-D1554729629F},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.78413161,-88.13805399
499,1094601600000,T5,Utility,{A2505C1C-F694-4953-A7B4-52EBED443617},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79213847,-88.13927366
500,1094601600000,T4,Utility,{1B386C98-2DE1-43D1-BF45-4CCD38934F0F},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.7920847,-88.14010425
501,1094601600000,T2,Utility,{E926AAA1-3C89-4CE0-BEE2-9A80F838F3C2},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79223526,-88.14354988
502,1094601600000,T2,Utility,{7D8D210A-7BA1-47CD-94AE-F383F69E6B70},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79330833,-88.14493363
503,1094601600000,T4,Utility,{0D728139-51A9-499F-B064-E953936323CA},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79286713,-88.14037434
504,1094601600000,MH4-T2,Utility,{EAF1CDD4-E051-4837-AD64-1413EF231799},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.78850984,-88.14048973
505,1094601600000,P5-1-T1,Utility,{82C555FE-457A-4640-A6E0-60063A19019D},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.7876032,-88.14521551
506,1094601600000,MH4-T1,Utility,{7F133E12-CED9-481A-BD8B-A758BF370C41},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.78856884,-88.13990657
507,1094601600000,MH3-T1,Utility,{A5A6D03D-1706-45E4-9991-5C4B949319E4},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.78958471,-88.13988232
508,1094601600000,MH3-T2,Utility,{242D6ED9-F1C2-4988-8826-B09ECFD9E481},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.78950712,-88.14108563
509,1094601600000,MH2-T1,Utility,{2B946530-1137-407E-BA0B-1D57E54A5676},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.7904865,-88.13988628
510,1094601600000,MH2-T2,Utility,{16C0B801-F447-4B32-BD89-C133A709B14A},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79041687,-88.14121817
511,1094601600000,MH1-T2,Utility,{45C082B4-D8C7-45E9-B714-FEF224B01105},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.7913033,-88.14121825
512,1094601600000,MH1-T1,Utility,{B1FA60A2-3F33-46FD-85BC-94F99B031530},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79135278,-88.14005036
513,1094601600000,P9-T1,Utility,{BF6F5A57-7C81-4B34-AB82-F5D25611DCD9},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79389947,-88.14787758
514,1094601600000,T1,Utility,{A573DF18-4CB5-4926-B18C-54AF1B2CF730},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79340032,-88.14616268
515,1094601600000,T1,Utility,{0AF2B148-2748-4888-8595-FFA99A5D4F70},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79246345,-88.14620086
516,1094601600000,T3,Utility,{613F1EC2-FA3F-4DE7-9C7F-EB0EC9203C72},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79212196,-88.14161598
517,1094601600000,T3,Utility,{4836FC59-3F3A-4848-AF84-4BBB24AB9C58},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79311634,-88.14292831
518,1094601600000,T10,Utility,{CE63FE68-56E8-4D05-9650-3F2C4359AE20},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.7982159,-88.12805334
519,1094601600000,P23-T1,Utility,{45BE0E7C-BC38-4518-B792-135F7A3FE458},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80369552,-88.14533351
520,1094601600000,P70-T1,Utility,{49D0C323-4577-4855-8AF4-253E21DEC2A3},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.8021165,-88.1298066
521,1094601600000,MH16-T2,Utility,{85F4C47A-2D7C-488F-9081-0C68165BDCC6},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79998585,-88.12576028
522,1094601600000,MH16-T3,Utility,{24DD4549-1D43-4469-9B62-2599BCCF59E6},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79974998,-88.12553998
523,1094601600000,T1,Utility,{B40855FD-5B62-4779-8730-0CA16802B8ED},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79867463,-88.12211906
524,1094601600000,T2,Utility,{2867EC10-F3D5-4B08-A023-6B5FBAC59DA0},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79854918,-88.12179346
525,1094601600000,14T1,Utility,{BA4045B1-74E4-4AAF-A2AC-1203B4222A1B},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79761649,-88.1211748
526,1094601600000,T3,Utility,{73DD930D-2C83-42CA-80AC-6B27FA97DBEA},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79791068,-88.12272804
527,1094601600000,T8,Utility,{C94D4029-2C68-479E-90EF-3274264A2866},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79804393,-88.12554215
528,1094601600000,T7,Utility,{8AD1E130-39F5-4032-AB9F-FF671C4CA4A6},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79827895,-88.12535728
529,1094601600000,T6,Utility,{3A8E6D1A-69FA-475A-9119-515A8120D1A2},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79884379,-88.12503325
530,1094601600000,T3,Utility,{08F04E90-FF66-4ACA-A58F-4F08F8C536FC},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80044133,-88.12431138
531,1094601600000,T4,Utility,{F59A6E19-1BE0-4538-A930-B8FF06794D00},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80041241,-88.12342446
532,1094601600000,T2,Utility,{1F05729F-D4AA-430B-9E83-649B6E8A3F36},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80166783,-88.12310037
533,1094601600000,T1,Utility,{B14120AA-6469-4EA7-A0A1-B81E6A8452AD},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80322796,-88.11965871
534,1094601600000,T1,Utility,{5D434BD5-25E8-4ED2-BE69-372F2BCB578D},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80231477,-88.12104727
535,1094601600000,T2,Utility,{F5FD43E4-F2F0-4FA7-95EB-9A75266547B2},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80040578,-88.12111577
536,1094601600000,T1,Utility,{C33E6009-B708-47D9-87A3-968604B43F1B},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80012064,-88.12161312
537,1094601600000,T5,Utility,{25A1DA97-1EAD-45FE-9982-3B87EE09725C},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79930864,-88.12307096
538,1094601600000,P18S-T1,Utility,{03E7A6F2-8C07-4452-ADB4-8A0CC137A8B7},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80213042,-88.14170997
539,1094601600000,MH6-T4,Utility,{26E18085-1A45-4CBB-A881-7F60441058BE},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80229515,-88.14140603
540,1094601600000,MH8-T1,Utility,{89FF0943-B39D-4887-BDF7-1EFB2AF8D321},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80296324,-88.13882487
541,1094601600000,T1,Utility,{6012B9B9-DF46-4DD4-B646-268AB08467E4},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80248354,-88.1212813
542,1094601600000,T11,Utility,{D9B64549-8295-4D32-95B6-9E1D5B52BC73},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79999546,-88.14612897
543,1094601600000,T6,Utility,{B5E566D5-5E20-41D1-8863-C7689D125564},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79780176,-88.14293107
544,1094601600000,T3,Utility,{C957A3B4-C516-4B21-97DE-8F3F1384D1D7},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80362579,-88.14146199
545,1094601600000,P4-T4-2,Utility,{D8610538-D639-4199-8E87-65E47350BA57},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80357932,-88.14709845
546,1094601600000,14T1,Utility,{B27585F5-56A4-4789-8FA6-60FBB71813DE},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80123378,-88.1538564
547,1094601600000,MH4-T2,Utility,{9A77B31A-3A7E-45D8-91CD-0EE4E2DB1EFC},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80085838,-88.15390015
548,1094601600000,T6,Utility,{9EA9CACB-2F74-4E7E-AF8B-DEB903E3D905},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79800505,-88.13906033
549,1094601600000,MH1-T2,Utility,{A8FBC842-3C0D-447E-9B74-90AF9C24655B},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79955294,-88.13083023
550,1094601600000,SC2-T2,Utility,{B72493D2-D2F3-4918-8FBC-549843F50149},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80155468,-88.14063579
551,1094601600000,SC1-T1,Utility,{85B0FA6E-C285-44C4-A219-774E6F7B8FD3},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80576295,-88.1489876
552,1094601600000,SC1-T2,Utility,{15BEBEBD-54BB-451C-BAF4-65BF5BDBB7E4},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80576885,-88.15004732
553,1094601600000,SC1-T3,Utility,{1C79BB8C-CC43-4819-889E-786D8C940907},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80577487,-88.15289295
554,1094601600000,SC1-T4,Utility,{29C2F50B-52BB-4E7A-AD32-5910F9196F96},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.8057253,-88.15440351
555,1094601600000,SC1-T1-1,Utility,{2D55853E-C5F1-4565-AF6C-DB73A384C914},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80395347,-88.15011304
556,1094601600000,MH3-T1,Utility,{EC39FAB8-1A6A-4223-8206-8A1A52EEF8DF},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.8012078,-88.15434819
557,1094601600000,MH3-T2,Utility,{03A21EC4-2505-4357-B207-FE99324FEAA7},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80120289,-88.15383629
558,1094601600000,SC2-T1,Utility,{2A191986-77B4-46EE-933F-29837F8BCDC1},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80348181,-88.1557569
559,1094601600000,SC1-T2,Utility,{741B0F0C-BB0A-4DD6-A9D7-C2B747E1D544},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79928509,-88.15730123
560,1094601600000,SC1-T1,Utility,{05DE1192-7EC1-4222-B038-144045833450},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79923708,-88.15728324
561,1094601600000,MH1-T1,Utility,{867DAB72-628B-4A30-9CA6-DA8F0094A325},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79910439,-88.16873477
562,1094601600000,T1,Utility,{18E1925B-7AAD-4F33-A36E-770659FB486D},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79919432,-88.15976208
563,1094601600000,T4,Utility,{961A2DD1-7047-4E58-A618-DFCFFB782FC4},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79907348,-88.16273525
564,1094601600000,SC1-T3,Utility,{CA8EA1AD-1020-4ED1-AB20-735ABA92D7A5},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80036735,-88.15854708
565,1094601600000,T2,Utility,{6DA7D62A-3CE4-4EC6-8F6D-C5804664648E},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80028818,-88.16029077
566,1094601600000,T4,Utility,{2DD998E4-DD89-42EB-A704-C65381CD2588},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80095982,-88.16095879
567,1094601600000,T3,Utility,{23D9CFE9-1155-47DC-A643-393D10BB2D44},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80018603,-88.16119174
568,1094601600000,MH1-T2,Utility,{3745CF0F-DE97-47BF-9361-49B0D5DEAACB},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79916505,-88.16934357
569,1094601600000,MH8-T1,Utility,{4E4EF7D4-B0E9-43B7-BA96-BD21342FC191},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79675233,-88.17535912
570,1094601600000,T1,Utility,{AFC719CF-A42B-48D2-A066-C424AA392291},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.7961517,-88.17635799
571,1094601600000,T2,Utility,{6C42189E-0EC0-432A-BF83-68BC54A32A9C},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79512751,-88.17637424
572,1094601600000,T1,Utility,{A59280BE-5B34-4076-BA2E-61438D82FC29},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79397807,-88.17639654
573,1094601600000,T2,Utility,{FF69F9EF-853D-47A1-9708-E313DFE67C28},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79315821,-88.17501098
574,1094601600000,MH8-T2,Utility,{F4624BBD-C07A-460C-9AA7-D606EDB3718D},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79609292,-88.17500999
575,1094601600000,MH10-T1,Utility,{CF16D573-8CD5-497A-8CC2-F1B60F359128},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79450193,-88.17189703
576,1094601600000,MH9-T1,Utility,{1E9FCD77-22B0-497A-AE21-9956AB25EB65},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79383633,-88.17347688
577,1094601600000,MH9-T2,Utility,{22F4056A-392D-4C3D-8B43-0C149ABCE6C0},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79443685,-88.17396556
578,1094601600000,MH9-T1,Utility,{476A5230-60E1-44D0-BC5C-B8E40FF6B6F7},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79531622,-88.17445089
579,1338595200000,SC1-T3,Utility,{F65A1FC9-0EDE-4BF1-A9F8-EBD8F084157D},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79852338,-88.16739077
580,1338595200000,SC1-T2,Utility,{0DCB0E1F-9702-4FBF-9831-673A0B25B422},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79858881,-88.16915245
581,1338595200000,MH4-T3,Utility,{F3DB033F-E56E-47B7-BC79-B1DA188703E9},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79716809,-88.16379862
582,1338595200000,MH4-T2,Utility,{C14F1CCF-8B3C-42C9-BE11-EAF1FF97AD4E},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79766035,-88.16540632
583,1338595200000,MH4-T1,Utility,{A8626DC5-55DC-4F47-BBA0-581081254EF4},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79765075,-88.16715362
584,1338595200000,MH5-T1,Utility,{27047A03-CAC9-4F11-827B-FE49847E7CB1},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79672663,-88.1672572
585,1338595200000,MH5-T6,Utility,{41C97C70-E0F9-4B84-B5E2-7D98E4B0561C},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.7966361,-88.15995602
586,1338595200000,MH5-T3,Utility,{5FB60EF9-5FD2-4047-9B77-77035E7108C6},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79627258,-88.16289243
587,1338595200000,MH5-T4,Utility,{A2C94281-DDDD-4111-8D1D-A302C65D9558},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79649629,-88.16236244
588,1338595200000,MH5-T5,Utility,{08BD0EA0-EB38-49D2-B129-4E2FD673F489},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79696636,-88.1618247
589,1338595200000,MH5-T2,Utility,{410187BB-4E1D-436F-8C55-6914E39DABFA},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79618676,-88.16367429
590,1338595200000,MH5-T2,Utility,{17132A97-6B1D-453A-9BF5-079546F94C30},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79675768,-88.16640382
591,1338595200000,MH5-T3,Utility,{D719879B-451D-4391-B540-34A2968B8D1D},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79660793,-88.16512478
592,1338595200000,T1,Utility,{647EB7D1-D0C0-436D-AA69-5EC5D9A1B0A6},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79574136,-88.16643665
593,1338595200000,T2,Utility,{EE84F3FF-AB0C-4AA2-93E4-FF71CD58EBBF},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.795683,-88.16733451
594,1365206400000,T1,Utility,{DE8BE623-ABDB-499A-AB96-88135F8036DB},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79833685,-88.15955961
595,1365206400000,T1,Utility,{720E7175-6C29-482B-8AA3-14E9E9A8702B},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.7980117,-88.15880165
596,1365206400000,T2,Utility,{60014284-770A-4522-9AB3-E906921C0526},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79744263,-88.15881105
597,1365206400000,T2,Utility,{4F21525A-4189-4F13-B557-A1F2D4A54686},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79805819,-88.15799184
598,1365206400000,MH5-T7,Utility,{D95FE36B-1298-4A68-8FDE-864E6C112FCE},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79768092,-88.16075041
599,1365206400000,MH5-T8,Utility,{021C05DB-FD96-48C0-A3EF-1B456FC60A79},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79818544,-88.16124081
600,1094601600000,MH7-J1T1,Utility,{E419FF7E-3634-4917-A99F-F6119ADA0E82},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79890911,-88.17516489
601,978652800000,MH1-T6,Utility,{6913499B-52D8-4047-9723-5B8D9BE5A2FE},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80095154,-88.17781086
602,978652800000,MH1-T7,Utility,{9F888F02-BCED-44DF-98B2-5A649643DDDE},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.8012131,-88.17768667
603,978652800000,MH1-T8,Utility,{C7B3E7ED-1D1B-42CA-A0CE-4EC4B8815D62},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80147025,-88.17720374
604,978652800000,MH1-T9,Utility,{91E38EA5-DB6E-4589-AAA7-E13BBB0D0FF1},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80146731,-88.17715052
605,978652800000,MH1-T10,Utility,{4B421E2A-45CF-4E2E-A6F4-A1955F148E08},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80143946,-88.17629646
606,978652800000,MH1-T5,Utility,{2702A04B-E120-47C4-A28F-9C5C8E71B1D9},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80084427,-88.17718008
607,978652800000,MH1-T4,Utility,{6F0B9ABE-AC33-4F88-A557-762E941DFF00},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80017274,-88.17659268
608,978652800000,MH1-T3,Utility,{12CA01CC-1226-4909-A6FE-B0D18FBEDA8A},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80017127,-88.17547699
609,978652800000,MH1-T2,Utility,{C0278446-1153-460E-A94E-2FCD09F00D27},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80016539,-88.17453872
610,978652800000,MH1-T1,Utility,{3D945382-3702-4001-9553-79DF2A5EED8C},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80048279,-88.17457223
611,978652800000,MH1-T3,Utility,{CEB66EC4-8B0F-48D5-8F66-9D7185680E83},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80047441,-88.17601224
612,978652800000,MH1-T11,Utility,{AD96A87E-F819-4897-82F5-30D25D090604},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80100123,-88.17463914
613,978652800000,SC1-T2,Utility,{AC5CEA73-63D9-4436-A017-EE8305B1DC5D},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80155243,-88.17325845
614,978652800000,SC1-T5,Utility,{0D5BD2ED-9C5F-4E2D-8B7A-DC67AA96924F},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80271558,-88.17417683
615,978652800000,SC1-T3,Utility,{2D5537AB-AED0-4AAC-BEB8-52034ADAD244},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80198498,-88.17189568
616,1094601600000,MH7-J1T3,Utility,{1782D520-1593-4C7F-BF21-7AF30A5E4DA4},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79644101,-88.17450755
617,1094601600000,MH7-J1T2,Utility,{38B29523-184D-4C30-90E9-11C79B08E4D1},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79689583,-88.1747827
618,1094601600000,MH7-J1T2,Utility,{11C1E550-2E7B-4DED-986A-870A129A7F99},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79702988,-88.17398031
619,1094601600000,MH7-J1T4,Utility,{37788F14-81DC-43BE-A908-BBBB11D7C520},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.7958204,-88.17374134
620,1094601600000,MH7-J1T1,Utility,{03567DB6-1C72-4A4E-AE39-45B4A3D3BCA5},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79743353,-88.17475354
621,1094601600000,MH7-J1T1,Utility,{601F93E5-C064-41F2-8F9C-56716A489927},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79742044,-88.174384
622,1094601600000,SC1-T5,Utility,{3AD643BE-394B-4AD6-8471-4280486439B1},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79762593,-88.17330748
623,1338595200000,MH5-T5,Utility,{3187F64F-4D94-47B4-83BB-3D65AE7B1CAA},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.7947203,-88.16758239
624,1338595200000,MH5-T6,Utility,{8674460E-E484-4A62-A76F-91E8E590C219},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79482715,-88.16626273
625,1338595200000,MH5-T4,Utility,{D380F8CD-DA59-4D0D-87A9-F26A35B24C0E},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79489887,-88.16878881
626,1094601600000,T2,Utility,{4F5D467C-882A-40CD-98C4-F9203190AD73},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79405545,-88.16461998
627,1094601600000,T1,Utility,{3C02D40D-B1D7-488F-8290-4D972FE4FB52},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79387152,-88.1657954
628,1094601600000,SC1-T1,Utility,{D885BD74-1C3E-485D-8250-CF69E53EFE37},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79387091,-88.16843493
629,1094601600000,SC1-T2,Utility,{C0EDA0EE-4B34-48FE-AE5D-61C1FF990C22},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79259033,-88.16800307
630,1094601600000,SC1-T1-1,Utility,{7E8072B3-5AA7-499E-A1F9-BC98F44D2E0E},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79221966,-88.16650211
631,1094601600000,SC1-T3,Utility,{CF7868FE-EA1C-497F-9765-29F2146F41BB},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.7916864,-88.16704935
632,1094601600000,T9,Utility,{1F41962A-C5B7-4506-A199-F308FA81256A},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79239408,-88.1613957
633,1094601600000,T7-1,Utility,{0CAEABA9-9376-4A1E-9E29-12327A3AA46E},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79415134,-88.15810007
634,1094601600000,T8,Utility,{35CC2BEB-45E7-4883-8011-D7A663B1712A},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79293235,-88.16034961
635,1094601600000,T5,Utility,{18B3719F-066F-4BE4-937F-A64B76CFAB25},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79430859,-88.1633114
636,1094601600000,T7,Utility,{70DE2287-517A-4DD0-8DE2-48332BE76B4D},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79395382,-88.15917956
637,1094601600000,T6,Utility,{9C776CEE-6DEB-4E9D-BE50-5BF575C22788},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79425993,-88.16137683
638,1338595200000,MH5-T11,Utility,{7FD252F5-0CD7-4DCB-85F0-969396E789E2},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.7957941,-88.16004213
639,1338595200000,MH5-T1,Utility,{F04B4D28-3C7F-43DE-8DCB-27D81F94266F},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79654491,-88.16872057
640,1094601600000,T2,Utility,{A51AA612-5F42-4EDA-A573-B16906512167},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79864008,-88.17290097
641,1094601600000,T3,Utility,{C355B437-E41A-4B19-B77B-CDF9302CC6B8},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79978184,-88.17213548
642,1094601600000,T2,Utility,{73CD2F5C-99D4-45C6-8A6B-4CE8B198B2EF},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79992343,-88.17445188
643,1094601600000,T4,Utility,{B6ECD740-642C-43F7-8EC5-2E564B06FC9C},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79990588,-88.1733392
