OBJECTID,FacilityID,MeasuredLe,FeederID,NominalVol,OperatingV,ConductorT,BackfillMa,CableCount,InConduitI,OWNER,OPERATINGC,Shape_Length,Category,Department,Division,Subdivision,AssetType,Latitude,Longitude
1864,PUG-1864,393.82346834,RMT002,380,380,OPN,SOIL,1,N,Utility,Distribution,161.04393825097378,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.76737534,-88.18411533
1865,PUG-1865,12,RMT002,380,380,OPN,SOIL,1,N,Utility,Distribution,4.896830914176914,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.76840474,-88.18660112
1866,PUG-1866,12.00000002,RMT002,380,380,OPN,SOIL,1,N,Utility,Distribution,4.896845891172859,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.76840475,-88.18655713
1867,PUG-1867,12.00000002,RMT002,380,380,OPN,SOIL,1,N,Utility,Distribution,4.8967274618260275,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.76837514,-88.18660101
1868,PUG-1868,11.99036054,RMT002,380,380,OPN,SOIL,1,N,Utility,Distribution,4.892970345185472,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.76837529,-88.18655704
1869,PUG-1869,12,RMT002,380,380,OPN,SOIL,1,N,Utility,Distribution,4.896830914176914,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.76844404,-88.18660275
1870,PUG-1870,12.00000003,RMT002,380,380,OPN,SOIL,1,N,Utility,Distribution,4.8968458893424875,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.76844405,-88.18655876
1871,PUG-1871,11.99999998,RMT002,380,380,OPN,SOIL,1,N,Utility,Distribution,4.89673127134427,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.76750093,-88.18621799
1872,PUG-1872,11.99999999,RMT002,380,380,OPN,SOIL,1,N,Utility,Distribution,4.896727463713616,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.76747148,-88.18621788
1873,PUG-1873,11.99999999,RMT002,380,380,OPN,SOIL,1,N,Utility,Distribution,4.896794189054036,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.7674721,-88.18617391
1874,PUG-1874,11.48519146,RMT002,380,380,OPN,SOIL,1,N,Utility,Distribution,4.686731195112547,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.76754024,-88.18621868
1875,PUG-1875,12.00000002,RMT002,380,380,OPN,SOIL,1,N,Utility,Distribution,4.89674589231216,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.76754025,-88.18617564
1876,PUG-1876,12,RMT002,380,380,OPN,SOIL,1,N,Utility,Distribution,4.8968312705358015,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.76847148,-88.18660294
1877,PUG-1877,12.00000004,RMT002,380,380,OPN,SOIL,1,N,Utility,Distribution,4.8968458893424875,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.7684715,-88.18655895
1878,PUG-1878,158.00207213,RMT002,380,380,OPN,SOIL,1,N,Utility,Distribution,64.67352772936343,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.76774339,-88.18612548
1879,PUG-1879,11.99999998,RMT002,380,380,OPN,SOIL,1,N,Utility,Distribution,4.896631630568468,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.76610587,-88.1854765
1880,PUG-1880,12.00000004,RMT002,380,380,OPN,SOIL,1,N,Utility,Distribution,4.896645891556616,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.76610588,-88.18543251
1881,PUG-1881,10.73495105,RMT002,380,380,OPN,SOIL,1,N,Utility,Distribution,4.380418410517376,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.76607719,-88.18556224
1882,PUG-1882,11.99999999,RMT002,380,380,OPN,SOIL,1,N,Utility,Distribution,4.896690185312621,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.76607781,-88.18552059
1883,PUG-1883,12.00000001,RMT002,380,380,OPN,SOIL,1,N,Utility,Distribution,4.896631630568468,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.76613502,-88.18547771
1884,PUG-1884,12.00000002,RMT002,380,380,OPN,SOIL,1,N,Utility,Distribution,4.896645891556616,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.76613503,-88.18543372
1885,PUG-1885,10.21980905,RMT002,380,380,OPN,SOIL,1,N,Utility,Distribution,4.170199899339566,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.76605079,-88.18547996
1886,PUG-1886,9.78019095,RMT002,380,380,OPN,SOIL,1,N,Utility,Distribution,3.9908695354725734,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.76605028,-88.18544331
1887,PUG-1887,15.54602567,RMT002,380,380,OPN,SOIL,1,N,Utility,Distribution,6.355385282971171,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.76940025,-88.20289508
1888,PUG-1888,102.51944236,RMT002,380,380,OPN,SOIL,1,N,Utility,Distribution,41.90664297961839,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.77722443,-88.18634427
1889,PUG-1889,9.73282255,RMT002,380,380,OPN,SOIL,1,N,Utility,Distribution,3.972075654275606,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.77594197,-88.19573359
1890,PUG-1890,44.00294622,RMT002,380,380,OPN,SOIL,1,N,Utility,Distribution,17.985283347317534,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.77472713,-88.19278402
1891,PUG-1891,117.93720252,RMT002,380,380,OPN,SOIL,1,N,Utility,Distribution,48.165704264613666,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.76954625,-88.1859424
1892,PUG-1892,173.42517576,RMT002,380,380,OPN,SOIL,1,N,Utility,Distribution,70.77478220861558,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.77280824,-88.16211193
1893,PUG-1893,280.19258864,RMT002,380,380,OPN,SOIL,3,N,Utility,Distribution,114.63359267991403,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.77476163,-88.14700274
1894,PUG-1894,7.35958642,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,3.014381568404776,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79404754,-88.14634341
1895,PUG-1895,131.16246447,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,53.53749962849041,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78569778,-88.14347764
1896,PUG-1896,72.59075698,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,29.740675997941672,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78580095,-88.14323062
1897,PUG-1897,182.54070619,RMT002,380,380,OPN,SOIL,3,N,Utility,Distribution,74.50651499710591,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.77355354,-88.15043609
1898,PUG-1898,136.67030383,RMT002,150,150,OPN,SOIL,3,N,Utility,Distribution,55.973697274863774,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.77468154,-88.13450808
1899,PUG-1899,330.71964413,RMT002,150,150,OPN,SOIL,3,N,Utility,Distribution,135.32587713105804,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.77412566,-88.13457816
1900,PUG-1900,563.37556168,RMT002,380,380,OPN,SOIL,1,N,Utility,Distribution,230.01514086571188,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.77478121,-88.18856302
1901,PUG-1901,335.06082484,RMT002,380,380,OPN,SOIL,1,N,Utility,Distribution,137.13933582653368,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.77534034,-88.18778208
1902,PUG-1902,410.1647391,RMT002,380,380,OPN,SOIL,1,N,Utility,Distribution,167.55700821617572,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.77472763,-88.18708814
1903,PUG-1903,37.41977904,RMT002,380,380,OPN,SOIL,3,N,Utility,Distribution,15.31910096894112,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78265923,-88.17196716
1904,PUG-1904,23.73365434,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,9.718291157488718,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78527438,-88.14164282
1905,PUG-1905,31.54122967,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,12.87431968396259,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78530523,-88.14160195
1906,PUG-1906,7.70181304,RMT004,380,380,OPN,SOIL,1,N,Utility,Distribution,3.1527175869195223,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78691575,-88.13498392
1907,PUG-1907,6.41109598,RMT004,380,380,OPN,SOIL,1,N,Utility,Distribution,2.6244066078291857,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78693264,-88.13499657
1908,PUG-1908,11.72075921,RMT004,380,380,OPN,SOIL,1,N,Utility,Distribution,4.80211853533343,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78546764,-88.146481
1909,PUG-1909,6.67174391,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,2.7298850161168855,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.7953705,-88.12496894
1910,PUG-1910,403.65028095,RMT002,150,150,OPN,SOIL,3,N,Utility,Distribution,164.8312065692588,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.77532286,-88.17165516
1911,PUG-1911,6.24003986,RMT002,380,380,OPN,SOIL,1,N,Utility,Distribution,2.555393891492593,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.76834384,-88.1835359
1912,PUG-1912,5.50433267,RMT002,380,380,OPN,SOIL,1,N,Utility,Distribution,2.246887399457982,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.76835002,-88.18354798
1913,PUG-1913,127.50975499,RMT002,380,380,OPN,SOIL,3,N,Utility,Distribution,52.11062864154259,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.77101972,-88.14869905
1914,PUG-1914,309.42002553,RMT002,380,380,OPN,SOIL,3,N,Utility,Distribution,126.41943770064744,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.77510863,-88.14276373
1915,PUG-1915,270.28424137,RMT002,380,380,OPN,SOIL,3,N,Utility,Distribution,110.59240773499383,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.77547233,-88.14267795
1916,PUG-1916,280.70734109,RMT002,380,380,OPN,SOIL,3,N,Utility,Distribution,114.92925027893116,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.77613789,-88.14260247
1917,PUG-1917,5.73671211,RMT002,380,380,OPN,SOIL,1,N,Utility,Distribution,2.3500848830305534,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.77882619,-88.15081134
1918,PUG-1918,71.98257201,RMT003,380,380,OPN,SOIL,1,N,Utility,Distribution,29.43199150968788,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79748354,-88.17448555
1919,PUG-1919,61.30849654,RMT003,380,380,OPN,SOIL,1,N,Utility,Distribution,25.07174176648894,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79749009,-88.17467031
1920,PUG-1920,296.70607145,RMT003,380,380,OPN,SOIL,1,N,Utility,Distribution,121.43065314519309,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79409467,-88.17374645
1921,PUG-1921,418.56539775,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,171.44458708975228,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80203477,-88.16392612
1922,PUG-1922,104.562566,RMT003,150,150,OPN,SOIL,3,N,Utility,Distribution,42.850601371458396,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.8022139,-88.1671279
1923,PUG-1923,243.18006955,RMT003,380,380,OPN,SOIL,1,N,Utility,Distribution,99.51917480838077,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.7960998,-88.15891027
1924,PUG-1924,255.12861061,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,104.18407641134853,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80086731,-88.15343447
1925,PUG-1925,15.85261037,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,6.487812231765581,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80144077,-88.12425962
1926,PUG-1926,23.23207816,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,9.509801668027452,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.8014558,-88.12435637
1927,PUG-1927,20.04508903,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,8.204759046303112,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80141423,-88.12442407
1928,PUG-1928,10.49850367,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,4.296957233060027,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80135249,-88.12444451
1929,PUG-1929,13.29495913,RMT004,380,380,OPN,SOIL,1,N,Utility,Distribution,5.448335099730933,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80249412,-88.12116112
1930,PUG-1930,13.68793838,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,5.609390161940519,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80249411,-88.12119072
1931,PUG-1931,12.16373055,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,4.98479152583466,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80249519,-88.1211328
1932,PUG-1932,12.33170414,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,5.053719816631083,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80249452,-88.1211087
1933,PUG-1933,5.17199355,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,2.119556220662206,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80248939,-88.12058803
1934,PUG-1934,10.51135491,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,4.307649255857848,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80248204,-88.1206506
1935,PUG-1935,9.29573964,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,3.8094756013863362,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80250973,-88.12054997
1936,PUG-1936,6.86681981,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,2.814103595232586,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80250604,-88.12067482
1937,PUG-1937,9.44338355,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,3.8700215047100834,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80252842,-88.12067474
1938,PUG-1938,11.08940654,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,4.527431815635908,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80033927,-88.12173325
1939,PUG-1939,7.57984943,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,3.1061262035159722,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79969686,-88.11920577
1940,PUG-1940,8.02518442,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,3.2886970479434097,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79969545,-88.11927684
1941,PUG-1941,99.85741676,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,40.79968826479504,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.7986119,-88.12195626
1942,PUG-1942,249.20499135,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,102.00542192045573,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79854901,-88.12525441
1943,PUG-1943,99.37396299,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,40.682819866223305,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79816144,-88.12544971
1944,PUG-1944,104.85975418,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,42.918573029876704,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79986792,-88.12565013
1945,PUG-1945,16.14473179,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,6.616061294649453,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80055927,-88.12579099
1946,PUG-1946,14.27091679,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,5.847952765282432,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80059244,-88.12587026
1947,PUG-1947,10.609984,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,4.347943089100526,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80057122,-88.12601391
1948,PUG-1948,13.77574141,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,5.638083409790361,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80112737,-88.12806168
1949,PUG-1949,15.12605624,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,6.192496853133233,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80118314,-88.1281659
1950,PUG-1950,13.60543119,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,5.569229037799442,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80120175,-88.12811131
1951,PUG-1951,13.08575756,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,5.356089775116964,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80117391,-88.12806282
1952,PUG-1952,13.94548404,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,5.706193281792164,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80305241,-88.13126289
1953,PUG-1953,13.6673332,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,5.5933293749910105,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80310659,-88.13127421
1954,PUG-1954,13.59227288,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,5.5636228518722834,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80309549,-88.13133694
1955,PUG-1955,139.63145014,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,144.22911916093258,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79690114,-88.13369307
1956,PUG-1956,11.35034175,RMT004,150,150,OPN,SOIL,3,N,Utility,Distribution,4.649626445449681,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79339364,-88.13120644
1957,PUG-1957,12.09803766,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,4.956575606152759,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79341882,-88.13126396
1958,PUG-1958,19.00503352,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,7.787413494803151,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79405742,-88.12804498
1959,PUG-1959,8.53251203,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,3.49184787262664,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79699645,-88.12735112
1960,PUG-1960,6.06134007,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,2.4808313387006344,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.7970138,-88.12738435
1961,PUG-1961,12.3839906,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,5.074839238248688,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79933995,-88.1277815
1962,PUG-1962,132.3211166,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,54.11880344098009,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80417594,-88.13353254
1963,PUG-1963,304.66553723,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,124.4178579259157,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80502095,-88.13303414
1964,PUG-1964,16.34175438,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,6.69604996217711,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79410209,-88.1476746
1965,PUG-1965,19.37295247,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,7.938148339884598,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79405078,-88.14764492
1966,PUG-1966,11.61653034,RMT004,150,150,OPN,SOIL,3,N,Utility,Distribution,4.7422000002115965,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79359614,-88.14235867
1967,PUG-1967,17.5637973,RMT004,150,150,OPN,SOIL,3,N,Utility,Distribution,7.170018755832883,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79368458,-88.14240997
1968,PUG-1968,13.50139706,RMT004,150,150,OPN,SOIL,3,N,Utility,Distribution,5.5115934764773336,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79373428,-88.14240198
1969,PUG-1969,10.8564155,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,4.432653949589623,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80398614,-88.14146347
1970,PUG-1970,17.77534524,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,7.284960915260302,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80588632,-88.14456987
1971,PUG-1971,57.11142126,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,23.366829212256754,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78517272,-88.14106014
1972,PUG-1972,236.94065355,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,96.8089856458053,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78086953,-88.14454909
1973,PUG-1973,213.98043256,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,87.57412411460191,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78557185,-88.13681908
1974,PUG-1974,19.37179779,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,7.93666157885965,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78527278,-88.13687466
1975,PUG-1975,52.7533017,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,21.532772589704333,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78587631,-88.14628848
1976,PUG-1976,89.06994378,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,36.47873280436148,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78793396,-88.13602966
1977,PUG-1977,63.15266383,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,25.778210246755705,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.7866307,-88.13659977
1978,PUG-1978,8.75227781,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,3.5738746273231508,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79373647,-88.14642485
1979,PUG-1979,8.04371489,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,3.2963883855465212,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80263722,-88.14291362
1980,PUG-1980,6.50635167,RMT002,380,380,OPN,SOIL,1,N,Utility,Distribution,2.665436508449432,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.77897466,-88.15289344
1981,PUG-1981,9.85805536,RMT003,210,380,OPN,SOIL,1,N,Utility,Distribution,4.039991150416746,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80316091,-88.14917125
1982,PUG-1982,9.79697083,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,3.9999605793335746,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80231194,-88.14869794
1983,PUG-1983,9.76311556,RMT003,210,380,OPN,SOIL,1,N,Utility,Distribution,3.986125117450556,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80228985,-88.14869806
1984,PUG-1984,9.61883747,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,3.927204452941681,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80226774,-88.14869801
1985,PUG-1985,10.56607226,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,4.330005337699898,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80116229,-88.14909052
1986,PUG-1986,10.59080139,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,4.340212700522173,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80116215,-88.1490197
1987,PUG-1987,9.66483441,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,3.9606450374018154,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.8013294,-88.14674174
1988,PUG-1988,9.17774464,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,3.760979587086792,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80133588,-88.14666416
1989,PUG-1989,8.02083329,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,3.287008100053021,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80263718,-88.14287128
1990,PUG-1990,9.81821938,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,4.023578918513211,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80125511,-88.15025957
1991,PUG-1991,9.97483977,RMT003,150,30,OPN,SOIL,3,N,Utility,Distribution,4.08774817409236,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80123477,-88.15108904
1992,PUG-1992,9.30669587,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,3.813909820588991,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80123391,-88.15105316
1993,PUG-1993,10.9675721,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,4.4945992732801265,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80111526,-88.15211679
1994,PUG-1994,10.69738598,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,4.3837605193706,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80111567,-88.15215703
1995,PUG-1995,11.21214809,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,4.594783481689585,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80111646,-88.15219947
1996,PUG-1996,10.79904044,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,4.425537011778766,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80108599,-88.15224151
1997,PUG-1997,12.51759197,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,5.126148436639547,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80121833,-88.15384635
1998,PUG-1998,10.09831047,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,4.12294109065633,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80115967,-88.15451106
1999,PUG-1999,10.02458089,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,4.092733144401935,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80115894,-88.15454795
2000,PUG-2000,11.45447693,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,4.67641844632383,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79990601,-88.15049509
2001,PUG-2001,11.82323352,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,4.827049577663115,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.7998725,-88.15049489
2002,PUG-2002,12.48851551,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,5.098652637743887,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79983674,-88.15045132
2003,PUG-2003,10.68247154,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,4.361304167869138,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.7999063,-88.1504545
